cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;n_studenti;trial_error;rank_trial_error
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P006;METODOLOGIE QUANTITATIVE;F5102P006 - METODOLOGIE QUANTITATIVE;97;0.469;2
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P014;PROCESSI MOTIVAZIONALI E DECISION MAKING;F5102P014 - PROCESSI MOTIVAZIONALI E DECISION MAKING;21;0.452;3
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P005;PSICOLOGIA DEL PENSIERO E DEI PROCESSI DECISIONALI: CORSO AVANZATO;F5102P005 - PSICOLOGIA DEL PENSIERO E DEI PROCESSI DECISIONALI: CORSO AVANZATO;91;0.423;4
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P094;PSICOLOGIA SOCIALE DELLA RELIGIONE;F5102P094 - PSICOLOGIA SOCIALE DELLA RELIGIONE;7;0.357;5
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P022;INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE;F5102P022 - INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE;31;0.339;6
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P002;CONSULENZA, INTERVENTO, E SVILUPPO ORGANIZZATIVO;F5102P002 - CONSULENZA, INTERVENTO, E SVILUPPO ORGANIZZATIVO;88;0.318;7
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P015;PSICOLOGIA DELLE INFLUENZE SOCIALI;F5102P015 - PSICOLOGIA DELLE INFLUENZE SOCIALI;18;0.278;8
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P003;METODOLOGIE QUALITATIVE;F5102P003 - METODOLOGIE QUALITATIVE;68;0.272;9
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P012;COMUNICAZIONE NELLE ORGANIZZAZIONE E COMUNICAZIONE SOCIALE;F5102P012 - COMUNICAZIONE NELLE ORGANIZZAZIONE E COMUNICAZIONE SOCIALE;70;0.264;10
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P001;PSICOLOGIA SOCIALE : CORSO AVANZATO;F5102P001 - PSICOLOGIA SOCIALE : CORSO AVANZATO;107;0.173;11
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P020;STRUMENTI DI INDAGINE PER LE ORGANIZZAZIONI ED I MERCATI;F5102P020 - STRUMENTI DI INDAGINE PER LE ORGANIZZAZIONI ED I MERCATI;27;0.167;12
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P004;COGNIZIONE SOCIALE;F5102P004 - COGNIZIONE SOCIALE;6;0.167;12
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P019;PSICOLOGIA DELLE CONDOTTE FINANZIARIE;F5102P019 - PSICOLOGIA DELLE CONDOTTE FINANZIARIE;59;0.136;13
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5701R006;ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE;F5701R006 - ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE;5;0.1;14
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P023;PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE;F5102P023 - PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE;12;0.042;15
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P095;LA RICERCA-INTERVENTO NEI GRUPPI E NELLE ORGANIZZAZIONI;F5102P095 - LA RICERCA-INTERVENTO NEI GRUPPI E NELLE ORGANIZZAZIONI;36;0.014;16
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P007;PSICOSOCIOLOGIA DEI GRUPPI E DELLE ORGANIZZAZIONI;F5102P007 - PSICOSOCIOLOGIA DEI GRUPPI E DELLE ORGANIZZAZIONI;98;0.005;17
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P016;ATTEGGIAMENTI E OPINIONI;F5102P016 - ATTEGGIAMENTI E OPINIONI;14;0.0;18
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P072;TECNICHE STATISTICHE PER L'ANALISI DEL CAMBIAMENTO;F5103P072 - TECNICHE STATISTICHE PER L'ANALISI DEL CAMBIAMENTO;87;0.81;1
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P009;PSICODINAMICA E ASSESSMENT DELLA GENITORIALITA';F5103P009 - PSICODINAMICA E ASSESSMENT DELLA GENITORIALITA';16;0.656;2
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P078;PSICHIATRIA E NEUROPSICHIATRIA INFANTILE;F5103P078 - PSICHIATRIA E NEUROPSICHIATRIA INFANTILE;17;0.618;3
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5101P139;PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO;F5101P139 - PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO;7;0.429;4
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5104P006;COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO;F5104P006 - COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO;6;0.417;5
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P003;PSICOLOGIA DELLO SVILUPPO COGNITIVO;F5103P003 - PSICOLOGIA DELLO SVILUPPO COGNITIVO;85;0.359;6
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P066;NEUROPSICOLOGIA DELLO SVILUPPO;F5103P066 - NEUROPSICOLOGIA DELLO SVILUPPO;72;0.313;7
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P005;PSICOLOGIA DELLO SVILUPPO SOCIO-AFFETTIVO;F5103P005 - PSICOLOGIA DELLO SVILUPPO SOCIO-AFFETTIVO;79;0.215;8
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P062;ECOLOGIA DELLO SVILUPPO;F5103P062 - ECOLOGIA DELLO SVILUPPO;51;0.167;9
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P002;METODI DI RICERCA E VALUTAZIONE IN PSICOLOGIA DELLO SVILUPPO;F5103P002 - METODI DI RICERCA E VALUTAZIONE IN PSICOLOGIA DELLO SVILUPPO;89;0.163;10
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P012;PEDAGOGIA INTERCULTURALE E DELLA COOPERAZIONE;F5103P012 - PEDAGOGIA INTERCULTURALE E DELLA COOPERAZIONE;38;0.132;11
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P065;PSICOLOGIA SOCIALE DEI CONTESTI EDUCATIVI;F5103P065 - PSICOLOGIA SOCIALE DEI CONTESTI EDUCATIVI;17;0.118;12
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P010;FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO;F5103P010 - FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO;57;0.114;13
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P076;PEDAGOGIA GENERALE E ORGANIZZAZIONE SCOLASTICA;F5103P076 - PEDAGOGIA GENERALE E ORGANIZZAZIONE SCOLASTICA;70;0.057;14
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P073;PSICOLOGIA DELLO SVILUPPO DEL LINGUAGGIO ORALE E SCRITTO;F5103P073 - PSICOLOGIA DELLO SVILUPPO DEL LINGUAGGIO ORALE E SCRITTO;76;0.046;15
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5104P009;FATTORI DI RISCHIO E DI PROTEZIONE NELLO SVILUPPO ATIPICO;F5104P009 - FATTORI DI RISCHIO E DI PROTEZIONE NELLO SVILUPPO ATIPICO;12;0.042;16
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P006;PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA;F5103P006 - PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA;65;0.0;17
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P010;PSICHIATRIA E NEUROPSICHIATRIA INFANTILE;F5104P010 - PSICHIATRIA E NEUROPSICHIATRIA INFANTILE;38;0.763;1
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P003;ORIGINI E SVILUPPO DELLA MENTE UMANA;F5104P003 - ORIGINI E SVILUPPO DELLA MENTE UMANA;209;0.605;2
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P005;PSICOLOGIA CLINICA;F5104P005 - PSICOLOGIA CLINICA;172;0.448;3
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P002;NEUROPSICOLOGIA DELL'ADULTO E DELL'ANZIANO;F5104P002 - NEUROPSICOLOGIA DELL'ADULTO E DELL'ANZIANO;220;0.373;4
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P001;ANALISI MULTIVARIATA DEI DATI;F5104P001 - ANALISI MULTIVARIATA DEI DATI;195;0.295;5
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P012;NEUROLINGUISTICA;F5104P012 - NEUROLINGUISTICA;32;0.281;6
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P011;METODI NEURO-FUNZIONALI IN NEUROPSICOLOGIA E PSICOLOGIA CLINICA;F5104P011 - METODI NEURO-FUNZIONALI IN NEUROPSICOLOGIA E PSICOLOGIA CLINICA;33;0.273;7
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P013;NEUROSCIENZE COGNITIVE DEI PROCESSI SOCIALI E AFFETTIVI;F5104P013 - NEUROSCIENZE COGNITIVE DEI PROCESSI SOCIALI E AFFETTIVI;41;0.244;8
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P004;PSICODIAGNOSTICA CLINICA;F5104P004 - PSICODIAGNOSTICA CLINICA;204;0.223;9
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P006;COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO;F5104P006 - COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO;101;0.114;10
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P008;DALLA DIAGNOSI ALLE INDICAZIONI AL TRATTAMENTO CLINICO;F5104P008 - DALLA DIAGNOSI ALLE INDICAZIONI AL TRATTAMENTO CLINICO;72;0.104;11
F5104P;PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P - PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;F5104P009;FATTORI DI RISCHIO E DI PROTEZIONE NELLO SVILUPPO ATIPICO;F5104P009 - FATTORI DI RISCHIO E DI PROTEZIONE NELLO SVILUPPO ATIPICO;83;0.048;12
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q001;FISICA DELLO STATO SOLIDO;F5301Q001 - FISICA DELLO STATO SOLIDO;6;1.083;1
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q024;TERMODINAMICA E CINETICA DEI MATERIALI;F5301Q024 - TERMODINAMICA E CINETICA DEI MATERIALI;21;0.524;2
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q030;CHIMICA DEI MATERIALI INORGANICI;F5301Q030 - CHIMICA DEI MATERIALI INORGANICI;5;0.5;3
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q008;ANALISI FUNZIONALE;F5301Q008 - ANALISI FUNZIONALE;20;0.325;4
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q032;NANOTECNOLOGIE;F5301Q032 - NANOTECNOLOGIE;12;0.167;5
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q033;MATERIALI E DISPOSITIVI PER L'ENERGIA;F5301Q033 - MATERIALI E DISPOSITIVI PER L'ENERGIA;10;0.15;6
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q025;CHIMICA FISICA APPLICATA CON LABORATORIO;F5301Q025 - CHIMICA FISICA APPLICATA CON LABORATORIO;8;0.125;7
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q013;SINTESI E TECNICHE SPECIALI DI MATERIALI ORGANICI;F5301Q013 - SINTESI E TECNICHE SPECIALI DI MATERIALI ORGANICI;4;0.125;7
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q036;TERMODINAMICA STATISTICA DEI MATERIALI;F5301Q036 - TERMODINAMICA STATISTICA DEI MATERIALI;5;0.1;8
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q015;CHIMICA E TECNOLOGIA DEI POLIMERI;F5301Q015 - CHIMICA E TECNOLOGIA DEI POLIMERI;5;0.1;8
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q029;CHIMICA FISICA DELLO STATO SOLIDO E DELLE SUPERFICI;F5301Q029 - CHIMICA FISICA DELLO STATO SOLIDO E DELLE SUPERFICI;10;0.05;9
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q031;CHIMICA DEI MATERIALI MOLECOLARI;F5301Q031 - CHIMICA DEI MATERIALI MOLECOLARI;11;0.045;10
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q049;FISICA DEI DIELETTRICI;F5301Q049 - FISICA DEI DIELETTRICI;13;0.038;11
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q023;CARATTERIZZAZIONE FISICA DEI MATERIALI CON LABORATORIO;F5301Q023 - CARATTERIZZAZIONE FISICA DEI MATERIALI CON LABORATORIO;19;0.026;12
F5301Q;SCIENZA DEI MATERIALI;F5301Q - SCIENZA DEI MATERIALI;F5301Q026;FISICA DEI SEMICONDUTTORI;F5301Q026 - FISICA DEI SEMICONDUTTORI;5;0.0;13
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q044;ANALISI DI BIOMOLECOLE;F5401Q044 - ANALISI DI BIOMOLECOLE;7;0.929;1
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q024;METODOLOGIE MODERNE DI SINTESI ORGANICA E ORGANOMETALLICA;F5401Q024 - METODOLOGIE MODERNE DI SINTESI ORGANICA E ORGANOMETALLICA;11;0.318;2
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q018;CHEMIOMETRIA;F5401Q018 - CHEMIOMETRIA;32;0.313;3
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q027;CHIMICA FISICA SUPERIORE;F5401Q027 - CHIMICA FISICA SUPERIORE;28;0.304;4
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q028;SPETTROSCOPIA E SINTESI DI COMPOSTI INORGANICI;F5401Q028 - SPETTROSCOPIA E SINTESI DI COMPOSTI INORGANICI;12;0.25;5
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q026;MODELLISTICA MOLECOLARE;F5401Q026 - MODELLISTICA MOLECOLARE;13;0.231;6
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q019;CHIMICA ORGANICA SUPERIORE;F5401Q019 - CHIMICA ORGANICA SUPERIORE;23;0.217;7
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q017;CHIMICA DI COORDINAZIONE E METALLORGANICA;F5401Q017 - CHIMICA DI COORDINAZIONE E METALLORGANICA;29;0.155;8
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q034;CHIMICA MACROMOLECOLARE;F5401Q034 - CHIMICA MACROMOLECOLARE;58;0.147;9
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q048;CHIMICA AMBIENTALE;F5401Q048 - CHIMICA AMBIENTALE;17;0.118;10
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q032;FOTOCHIMICA;F5401Q032 - FOTOCHIMICA;5;0.1;11
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q049;CHIMICA DELLE ACQUE;F5401Q049 - CHIMICA DELLE ACQUE;8;0.063;12
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q023;CHIMICA BIOINORGANICA;F5401Q023 - CHIMICA BIOINORGANICA;14;0.036;13
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F7501Q049;CHIMICA DELL'ATMOSFERA;F7501Q049 - CHIMICA DELL'ATMOSFERA;4;0.0;14
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q056;CHIMICA ORGANICA PER SCIENZE DELLA VITA;F5401Q056 - CHIMICA ORGANICA PER SCIENZE DELLA VITA;30;0.0;14
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q055;BIOTECNOLOGIE INDUSTRIALI PER LA PRODUZIONE DI PRODOTTI CHIMICI E BIOENERGIE;F5401Q055 - BIOTECNOLOGIE INDUSTRIALI PER LA PRODUZIONE DI PRODOTTI CHIMICI E BIOENERGIE;5;0.0;14
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q054;CHIMICA DELLE FORMULAZIONI;F5401Q054 - CHIMICA DELLE FORMULAZIONI;10;0.0;14
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q051;CHIMICA DEI MATERIALI MOLECOLARI;F5401Q051 - CHIMICA DEI MATERIALI MOLECOLARI;4;0.0;14
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q039;CHIMICA ORGANICA FARMACEUTICA;F5401Q039 - CHIMICA ORGANICA FARMACEUTICA;9;0.0;14
F5401Q;SCIENZE E TECNOLOGIE CHIMICHE;F5401Q - SCIENZE E TECNOLOGIE CHIMICHE;F5401Q033;SINTESI E TECNICHE SPECIALI ORGANICHE DEI MATERIALI;F5401Q033 - SINTESI E TECNICHE SPECIALI ORGANICHE DEI MATERIALI;8;0.0;14
F5602M;INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;F5602M - INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;F5602M004;GLOBAL MACROECONOMICS;F5602M004 - GLOBAL MACROECONOMICS;21;0.595;1
F5602M;INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;F5602M - INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;F5602M001;MATHEMATICAL METHODS AND PROGRAMMIG;F5602M001 - MATHEMATICAL METHODS AND PROGRAMMIG;22;0.386;2
F5602M;INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;F5602M - INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;F5602M003;MICROECONOMICS OF GLOBAL MARKETS;F5602M003 - MICROECONOMICS OF GLOBAL MARKETS;28;0.286;3
F5602M;INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;F5602M - INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;F5602M012;PRINCIPLES OF CORPORATE FINANCE;F5602M012 - PRINCIPLES OF CORPORATE FINANCE;29;0.276;4
F5602M;INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;F5602M - INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;F5602M016;LABOUR MARKETS;F5602M016 - LABOUR MARKETS;6;0.25;5
